time,details
7928294.95844,WaterOff
7941712.06336,BuzzerOn
7941812.238681,BuzzerOff
7943045.43703,BlankOn
7943546.08149,BlankOff
7945047.933741,NoWaterOn
7945108.361146,NoWaterOff
7962748.174683,BuzzerOn
7962848.419429,BuzzerOff
7964473.110719,VerticalPuffOn
7964973.2798,VerticalPuffOff
7966475.467496,WaterOn
7966535.66072,WaterOff
7980785.624993,BuzzerOn
7980885.861221,BuzzerOff
7982097.085577,VerticalPuffOn
7982597.678356,VerticalPuffOff
7984098.734985,WaterOn
7984159.011689,WaterOff
7996396.76916,BuzzerOn
7996496.974093,BuzzerOff
7998176.775285,VerticalPuffOn
7998676.911204,VerticalPuffOff
8000178.672139,WaterOn
8000238.820605,WaterOff
8017878.508956,BuzzerOn
8017978.704778,BuzzerOff
8019424.419047,VerticalPuffOn
8019925.055421,VerticalPuffOff
8021426.928711,WaterOn
8021487.12727,WaterOff
8034340.106513,BuzzerOn
8034440.361594,BuzzerOff
8035814.865807,VerticalPuffOn
8036315.50959,VerticalPuffOff
8037817.404829,WaterOn
8037877.561369,WaterOff
8055571.444743,BuzzerOn
8055671.835729,BuzzerOff
8057264.242195,VerticalPuffOn
8057764.917035,VerticalPuffOff
8059267.237753,WaterOn
8059327.400979,WaterOff
8076432.084554,BuzzerOn
8076532.230136,BuzzerOff
8077932.110188,VerticalPuffOn
8078432.800437,VerticalPuffOff
8079935.260879,WaterOn
8079995.425068,WaterOff
8092332.062379,BuzzerOn
8092432.242665,BuzzerOff
8093956.529931,VerticalPuffOn
8094457.220051,VerticalPuffOff
8095959.203932,WaterOn
8096019.396676,WaterOff
8110912.039174,BuzzerOn
8111012.213109,BuzzerOff
8112280.521867,VerticalPuffOn
8112781.110972,VerticalPuffOff
8114283.057894,WaterOn
8114343.192584,WaterOff
8127537.054021,BuzzerOn
8127637.271214,BuzzerOff
8128899.253813,VerticalPuffOn
8129399.940066,VerticalPuffOff
8130902.37039,WaterOn
8130962.590727,WaterOff
8148628.142055,BuzzerOn
8148728.375507,BuzzerOff
8150494.301026,VerticalPuffOn
8150994.450401,VerticalPuffOff
8152496.225427,WaterOn
8152556.374932,WaterOff
8170304.095726,BuzzerOn
8170404.378141,BuzzerOff
8171986.32977,VerticalPuffOn
8172486.931453,VerticalPuffOff
8173988.15679,WaterOn
8174048.332109,WaterOff
8186400.798272,BuzzerOn
8186501.040836,BuzzerOff
8187778.484383,BlankOn
8188279.084918,BlankOff
8189780.166353,NoWaterOn
8189840.354487,NoWaterOff
8204327.570153,BuzzerOn
8204427.816444,BuzzerOff
8206181.641262,VerticalPuffOn
8206682.229124,VerticalPuffOff
8208183.985972,WaterOn
8208244.152511,WaterOff
8223511.678253,BuzzerOn
8223611.975107,BuzzerOff
8225319.72448,VerticalPuffOn
8225820.129257,VerticalPuffOff
8227321.953843,WaterOn
8227382.103553,WaterOff
8241930.239556,BuzzerOn
8242030.463975,BuzzerOff
8243493.544191,VerticalPuffOn
8243994.156318,VerticalPuffOff
8245496.464324,WaterOn
8245556.669279,WaterOff
8262731.446872,BuzzerOn
8262831.649077,BuzzerOff
8264411.029847,VerticalPuffOn
8264911.617425,VerticalPuffOff
8266412.162171,WaterOn
8266472.319502,WaterOff
8281516.091756,BuzzerOn
8281616.415763,BuzzerOff
8283296.135379,VerticalPuffOn
8283796.74129,VerticalPuffOff
8285298.558843,WaterOn
8285358.763622,WaterOff
8303303.475853,BuzzerOn
8303403.752128,BuzzerOff
8304806.672507,VerticalPuffOn
8305307.304292,VerticalPuffOff
8306809.229817,WaterOn
8306869.4681,WaterOff
8322616.040935,BuzzerOn
8322716.143851,BuzzerOff
8324265.902345,VerticalPuffOn
8324766.501462,VerticalPuffOff
8326268.21608,WaterOn
8326328.410534,WaterOff
8342124.093723,BuzzerOn
8342224.34005,BuzzerOff
8343528.838057,VerticalPuffOn
8344029.420781,VerticalPuffOff
8345531.241184,WaterOn
8345591.424717,WaterOff
8359036.052639,BuzzerOn
8359136.259213,BuzzerOff
8360810.625834,VerticalPuffOn
8361311.28868,VerticalPuffOff
8362813.095336,WaterOn
8362873.246207,WaterOff
8375511.39788,BuzzerOn
8375611.595201,BuzzerOff
8377364.275084,VerticalPuffOn
8377864.474744,VerticalPuffOff
8379364.91151,WaterOn
8379425.078032,WaterOff
8395000.442543,BuzzerOn
8395100.606685,BuzzerOff
8396469.431007,VerticalPuffOn
8396970.05954,VerticalPuffOff
8398470.390769,WaterOn
8398530.560461,WaterOff
8410996.087837,BuzzerOn
8411096.347168,BuzzerOff
8412574.829105,VerticalPuffOn
8413075.439089,VerticalPuffOff
8414576.165847,WaterOn
8414636.323116,WaterOff
8429768.06239,BuzzerOn
8429868.336429,BuzzerOff
8431514.605798,VerticalPuffOn
8432015.231162,VerticalPuffOff
8433516.99089,WaterOn
8433577.22892,WaterOff
8450540.141628,BuzzerOn
8450640.357527,BuzzerOff
8451975.696558,VerticalPuffOn
8452476.317933,VerticalPuffOff
8453978.386463,WaterOn
8454038.531425,WaterOff
8466412.031184,BuzzerOn
8466512.138737,BuzzerOff
8468040.968383,BlankOn
8468541.590483,BlankOff
8470043.394974,NoWaterOn
8470103.560642,NoWaterOff
8484034.884218,BuzzerOn
8484135.146458,BuzzerOff
8485659.399749,VerticalPuffOn
8486160.045094,VerticalPuffOff
8487661.816767,WaterOn
8487721.959586,WaterOff
8504212.034071,BuzzerOn
8504312.259187,BuzzerOff
8505638.270131,BlankOn
8506138.909076,BlankOff
8507640.188465,NoWaterOn
8507700.426156,NoWaterOff
8525182.623771,BuzzerOn
8525282.853818,BuzzerOff
8527024.479563,VerticalPuffOn
8527525.069239,VerticalPuffOff
8529027.155227,WaterOn
8529087.350589,WaterOff
8541264.057116,BuzzerOn
8541364.249205,BuzzerOff
8542660.179957,VerticalPuffOn
8543160.783688,VerticalPuffOff
8544662.331632,WaterOn
8544722.489403,WaterOff
8556800.132538,BuzzerOn
8556900.446091,BuzzerOff
8558661.87598,VerticalPuffOn
8559162.465416,VerticalPuffOff
8560664.365297,WaterOn
8560724.559792,WaterOff
8576000.088817,BuzzerOn
8576100.343635,BuzzerOff
8577848.501213,VerticalPuffOn
8578349.088096,VerticalPuffOff
8579851.260739,WaterOn
8579911.467699,WaterOff
8597372.694973,BuzzerOn
8597472.94624,BuzzerOff
8598868.120976,VerticalPuffOn
8599368.26576,VerticalPuffOff
8600870.366787,WaterOn
8600930.53014,WaterOff
8615827.313993,BuzzerOn
8615927.576449,BuzzerOff
8617264.486976,VerticalPuffOn
8617765.074715,VerticalPuffOff
8619267.692325,WaterOn
8619327.86918,WaterOff
8635330.697189,BuzzerOn
8635430.934519,BuzzerOff
8636989.975538,VerticalPuffOn
8637490.590518,VerticalPuffOff
8638992.485257,WaterOn
8639052.706669,WaterOff
8654908.632444,BuzzerOn
8655008.862741,BuzzerOff
8656335.552607,VerticalPuffOn
8656836.158513,VerticalPuffOff
8658338.56737,WaterOn
8658398.717879,WaterOff
8671684.072663,BuzzerOn
8671784.210632,BuzzerOff
8673165.570359,BlankOn
8673666.229724,BlankOff
8675168.149212,NoWaterOn
8675228.379405,NoWaterOff
8691362.396254,BuzzerOn
8691462.617614,BuzzerOff
8693230.70429,BlankOn
8693731.565169,BlankOff
8695232.214383,NoWaterOn
8695292.416709,NoWaterOff
8713170.327106,BuzzerOn
8713270.501304,BuzzerOff
8715039.425252,VerticalPuffOn
8715540.05145,VerticalPuffOff
8717040.401188,WaterOn
8717100.512296,WaterOff
8730092.065333,BuzzerOn
8730192.324976,BuzzerOff
8731424.364337,BlankOn
8731924.962142,BlankOff
8733427.048942,NoWaterOn
8733487.230087,NoWaterOff
8748030.705964,BuzzerOn
8748130.919796,BuzzerOff
8749852.231953,VerticalPuffOn
8750352.883735,VerticalPuffOff
8751854.704232,WaterOn
8751914.849287,WaterOff
8767392.276161,BuzzerOn
8767492.689548,BuzzerOff
8769162.726916,VerticalPuffOn
8769663.382546,VerticalPuffOff
8771164.117164,WaterOn
8771224.362755,WaterOff
8784842.460441,BuzzerOn
8784942.708556,BuzzerOff
8786646.473926,VerticalPuffOn
8787147.221492,VerticalPuffOff
8788649.356844,WaterOn
8788709.555938,WaterOff
8804904.060456,BuzzerOn
8805004.492014,BuzzerOff
8806383.251697,VerticalPuffOn
8806883.856576,VerticalPuffOff
8808384.839548,WaterOn
8808445.037755,WaterOff
8825920.046111,BuzzerOn
8826020.186863,BuzzerOff
8827813.38129,BlankOn
8828314.034591,BlankOff
8829814.408692,NoWaterOn
8829874.569642,NoWaterOff
8844400.048484,BuzzerOn
8844500.235757,BuzzerOff
8845752.216696,VerticalPuffOn
8846252.39037,VerticalPuffOff
8847752.782784,WaterOn
8847812.923847,WaterOff
8862229.622008,BuzzerOn
8862329.819616,BuzzerOff
8864090.251184,VerticalPuffOn
8864590.837417,VerticalPuffOff
8866092.694022,WaterOn
8866152.872049,WaterOff
8883404.186194,BuzzerOn
8883504.404304,BuzzerOff
8884871.413315,VerticalPuffOn
8885372.0348,VerticalPuffOff
8886874.299103,WaterOn
8886934.547056,WaterOff
8904357.521259,BuzzerOn
8904457.82661,BuzzerOff
8905943.725186,VerticalPuffOn
8906444.302037,VerticalPuffOff
8907946.515303,WaterOn
8908006.691944,WaterOff
8923140.130727,BuzzerOn
8923240.402137,BuzzerOff
8925017.808524,VerticalPuffOn
8925518.427755,VerticalPuffOff
8927020.601461,WaterOn
8927080.860343,WaterOff
8944440.066425,BuzzerOn
8944540.201192,BuzzerOff
8945793.841599,VerticalPuffOn
8946293.969906,VerticalPuffOff
8947796.18509,WaterOn
8947856.491546,WaterOff
8963864.037807,BuzzerOn
8963964.198371,BuzzerOff
8965659.484148,VerticalPuffOn
8966160.134344,VerticalPuffOff
8967662.035287,WaterOn
8967722.19921,WaterOff
8983812.138609,BuzzerOn
8983912.347379,BuzzerOff
8985408.306203,VerticalPuffOn
8985909.086574,VerticalPuffOff
8987409.725793,WaterOn
8987469.886513,WaterOff
9000846.260745,BuzzerOn
9000946.456812,BuzzerOff
9002318.585045,VerticalPuffOn
9002819.225723,VerticalPuffOff
9004321.166831,WaterOn
9004381.379885,WaterOff
9020842.927539,BuzzerOn
9020943.233217,BuzzerOff
9022624.317451,BlankOn
9023125.056858,BlankOff
9024625.53306,NoWaterOn
9024685.715541,NoWaterOff
9036776.044853,BuzzerOn
9036876.290071,BuzzerOff
9038278.079228,VerticalPuffOn
9038778.208284,VerticalPuffOff
9040280.139775,WaterOn
9040340.500272,WaterOff
9054716.057502,BuzzerOn
9054816.236556,BuzzerOff
9056418.019221,VerticalPuffOn
9056918.613387,VerticalPuffOff
9058420.13115,WaterOn
9058480.299022,WaterOff
9073280.035269,BuzzerOn
9073380.198084,BuzzerOff
9074687.806078,VerticalPuffOn
9075188.432233,VerticalPuffOff
9076690.240587,WaterOn
9076750.546032,WaterOff
9089825.911067,BuzzerOn
9089926.220918,BuzzerOff
9091325.321189,VerticalPuffOn
9091825.933813,VerticalPuffOff
9093327.708337,WaterOn
9093387.884359,WaterOff
9109036.048859,BuzzerOn
9109136.251991,BuzzerOff
9110818.92593,VerticalPuffOn
9111319.52858,VerticalPuffOff
9112821.302368,WaterOn
9112881.603629,WaterOff
9129716.445377,BuzzerOn
9129816.690381,BuzzerOff
9131023.451441,VerticalPuffOn
9131524.079265,VerticalPuffOff
9133025.839835,WaterOn
9133086.068728,WaterOff
9150368.04976,BuzzerOn
9150468.202155,BuzzerOff
9152121.541294,BlankOn
9152622.245736,BlankOff
9154124.159437,NoWaterOn
9154184.359832,NoWaterOff
9167470.997566,BuzzerOn
9167571.285849,BuzzerOff
9168838.592534,VerticalPuffOn
9169339.180299,VerticalPuffOff
9170841.020666,WaterOn
9170901.237154,WaterOff
9188752.106637,BuzzerOn
9188852.385829,BuzzerOff
9190476.750024,VerticalPuffOn
9190977.368054,VerticalPuffOff
9192479.164926,WaterOn
9192539.402711,WaterOff
9208150.677236,BuzzerOn
9208252.126889,BuzzerOff
9209718.004625,VerticalPuffOn
9210218.61905,VerticalPuffOff
9211720.553179,WaterOn
9211780.732039,WaterOff
9229789.623669,BuzzerOn
9229889.897716,BuzzerOff
9231332.363877,BlankOn
9231833.008753,BlankOff
9233334.913755,NoWaterOn
9233395.092819,NoWaterOff
9249436.064872,BuzzerOn
9249536.385122,BuzzerOff
9250987.992017,VerticalPuffOn
9251488.627918,VerticalPuffOff
9252990.392272,WaterOn
9253050.534302,WaterOff
9268448.841225,BuzzerOn
9268549.078052,BuzzerOff
9270137.955441,VerticalPuffOn
9270638.547423,VerticalPuffOff
9272140.117223,WaterOn
9272200.216847,WaterOff
9289756.055135,BuzzerOn
9289856.248539,BuzzerOff
9291640.425701,VerticalPuffOn
9292141.019503,VerticalPuffOff
9293643.430343,WaterOn
9293703.589744,WaterOff
9306961.030179,BuzzerOn
9307061.367896,BuzzerOff
9308728.177124,VerticalPuffOn
9309228.792912,VerticalPuffOff
9310731.223617,WaterOn
9310791.430758,WaterOff
9327932.182684,BuzzerOn
9328032.494958,BuzzerOff
9329252.126144,VerticalPuffOn
9329752.707808,VerticalPuffOff
9331254.564058,WaterOn
9331314.856864,WaterOff
9344067.572965,BuzzerOn
9344167.678484,BuzzerOff
9345857.483959,VerticalPuffOn
9346358.112367,VerticalPuffOff
9347859.99961,WaterOn
9347920.253695,WaterOff
9364332.061514,BuzzerOn
9364432.192589,BuzzerOff
9365635.632527,BlankOn
9366136.241014,BlankOff
9367638.024162,NoWaterOn
9367698.187213,NoWaterOff
9382873.647762,BuzzerOn
9382973.928483,BuzzerOff
9384510.3981,VerticalPuffOn
9385011.02111,VerticalPuffOff
9386512.11721,WaterOn
9386572.261335,WaterOff
9398960.0769,BuzzerOn
9399060.318808,BuzzerOff
9400611.755894,VerticalPuffOn
9401112.107228,VerticalPuffOff
9402613.889066,WaterOn
9402674.125339,WaterOff
9419500.051153,BuzzerOn
9419600.311728,BuzzerOff
9421067.762558,BlankOn
9421568.349225,BlankOff
9423068.62666,NoWaterOn
9423128.773731,NoWaterOff
9433152.760784,task end
